dataset_name,experiment_num,n_layers,n_heads,embed_dim,batch_size,balanced_accuracy,accuracy,log_loss,epochs,time
arrhythmia,1,2,4,128,512,0.08333333333333333,0.10989010989010989,2.7526789881245963
